Geneid,Genename,MDD.dACC.log2FoldChange,MDD.dACC.padj
ENSG00000148300,REXO4,-0.000904028,0.99643623
ENSG00000005189,REXO5,0.123490494,0.507084328
ENSG00000035928,RFC1,-0.051863013,0.603054428
ENSG00000049541,RFC2,0.071639467,0.589530071
ENSG00000133119,RFC3,0.009905411,0.985912253
ENSG00000163918,RFC4,0.036923474,0.882104544
ENSG00000111445,RFC5,0.035107761,0.824209388
ENSG00000092871,RFFL,0.034815107,0.915130476
ENSG00000135002,RFK,-0.090612736,0.867568055
ENSG00000178882,RFLNA,0.142227998,0.412250569
ENSG00000183688,RFLNB,-0.125092724,0.732071987
ENSG00000169733,RFNG,0.114009839,0.47836869
ENSG00000128253,RFPL2,-0.055545734,0.940470578
ENSG00000163933,RFT1,0.078327456,0.372601339
ENSG00000131378,RFTN1,-0.058445619,0.749569739
ENSG00000162944,RFTN2,-0.196616177,0.385614882
ENSG00000168411,RFWD3,-0.083154851,0.560984167
ENSG00000132005,RFX1,-0.043147883,0.861336395
ENSG00000087903,RFX2,-0.110308166,0.761435078
ENSG00000080298,RFX3,0.043643463,0.824209388
ENSG00000111783,RFX4,0.115173259,0.787928273
ENSG00000143390,RFX5,-0.116568921,0.15279842
ENSG00000181827,RFX7,-0.009157805,0.961989252
ENSG00000196460,RFX8,0.084434799,0.876349899
ENSG00000064490,RFXANK,-0.09051362,0.692571114
ENSG00000133111,RFXAP,-0.020387085,0.941922161
ENSG00000102760,RGCC,-0.249478711,0.403169986
ENSG00000143344,RGL1,0.069254834,0.502069631
ENSG00000237441,RGL2,-0.030812237,0.937058091
ENSG00000205517,RGL3,0.046754542,0.949017446
ENSG00000159496,RGL4,0.03344788,0.924746873
ENSG00000182175,RGMA,-0.037916505,0.9455997
ENSG00000174136,RGMB,0.030181903,0.927305437
ENSG00000130988,RGN,-0.05639162,0.797862371
ENSG00000107185,RGP1,0.008750642,0.949364761
ENSG00000169629,RGPD8,0.01679664,0.97868673
ENSG00000148604,RGR,0.397438722,0.491815378
ENSG00000090104,RGS1,-0.510359572,0.667946115
ENSG00000148908,RGS10,-0.468321689,0.14622856
ENSG00000076344,RGS11,0.171776904,0.275662498
ENSG00000159788,RGS12,-0.039577392,0.890430567
ENSG00000169220,RGS14,0.106863935,0.576845396
ENSG00000143333,RGS16,0.448413047,0.309120152
ENSG00000091844,RGS17,0.042349648,0.90120562
ENSG00000171700,RGS19,-0.050191982,0.891746249
ENSG00000116741,RGS2,0.27877106,0.535573218
ENSG00000147509,RGS20,0.003711795,0.995415264
ENSG00000132554,RGS22,-0.136790598,0.593240173
ENSG00000138835,RGS3,-0.007568328,0.989641638
ENSG00000117152,RGS4,-0.045835056,0.953234894
ENSG00000143248,RGS5,-0.311069998,0.096507347
ENSG00000182732,RGS6,0.000421746,0.998193263
ENSG00000182901,RGS7,-0.034513451,0.936933385
ENSG00000186479,RGS7BP,0.009352315,0.989641638
ENSG00000135824,RGS8,-0.095508161,0.755496035
ENSG00000108370,RGS9,-0.132221537,0.56499273
ENSG00000186326,RGS9BP,0.144245362,0.707605071
ENSG00000144468,RHBDD1,-0.099424251,0.442882501
ENSG00000005486,RHBDD2,0.069541498,0.805441674
ENSG00000100263,RHBDD3,-0.026232156,0.932905152
ENSG00000007384,RHBDF1,0.195550663,0.389469758
ENSG00000129667,RHBDF2,0.197041197,0.648889756
ENSG00000103269,RHBDL1,0.145760263,0.343362862
ENSG00000158315,RHBDL2,-0.035109504,0.932769661
ENSG00000141314,RHBDL3,0.044705256,0.910303034
ENSG00000188672,RHCE,0.0542136,0.923701117
ENSG00000140519,RHCG,0.030197697,0.927794929
ENSG00000187010,RHD,-0.202249735,0.872144225
ENSG00000106615,RHEB,-0.014374614,0.969732183
ENSG00000167550,RHEBL1,-0.051733931,0.927136009
ENSG00000171792,RHNO1,0.065754597,0.58400008
ENSG00000067560,RHOA,-0.069411132,0.405345653
ENSG00000143878,RHOB,0.16799723,0.39630847
ENSG00000072422,RHOBTB1,-0.087179005,0.538398038
ENSG00000008853,RHOBTB2,-0.060838805,0.707404771
ENSG00000164292,RHOBTB3,-0.008748086,0.987971748
ENSG00000155366,RHOC,-0.001771176,0.996712921
ENSG00000173156,RHOD,0.0073589,0.995637566
ENSG00000139725,RHOF,0.171044146,0.371833586
ENSG00000177105,RHOG,-0.122654881,0.693198697
ENSG00000126785,RHOJ,-0.154194428,0.678384837
ENSG00000119729,RHOQ,-0.088217009,0.707404771
ENSG00000126858,RHOT1,-0.073883996,0.74194812
ENSG00000140983,RHOT2,0.080298731,0.633523491
ENSG00000116574,RHOU,-0.01508355,0.980898303
ENSG00000104140,RHOV,-0.008003793,0.992290079
ENSG00000101883,RHOXF1,0.180389531,0.799925895
ENSG00000158106,RHPN1,0.174242379,0.122175738
ENSG00000131941,RHPN2,-0.070545736,0.909346704
ENSG00000158423,RIBC1,0.126316396,0.758724448
ENSG00000128408,RIBC2,0.387750887,0.316640621
ENSG00000107036,RIC1,-0.004549473,0.978045254
ENSG00000166405,RIC3,0.008548971,0.953215494
ENSG00000177963,RIC8A,0.02291318,0.909838301
ENSG00000111785,RIC8B,0.028692137,0.822068848
ENSG00000164327,RICTOR,0.001968642,0.995752405
ENSG00000132541,RIDA,-0.084540607,0.715072245
ENSG00000080345,RIF1,-0.016466617,0.959577168
ENSG00000178796,RIIAD1,0.082239763,0.765789267
ENSG00000167705,RILP,-0.048686204,0.867568055
ENSG00000188026,RILPL1,-0.070938301,0.62948692
ENSG00000150977,RILPL2,-0.001770193,0.996094871
ENSG00000060709,RIMBP2,0.062421304,0.792439653
ENSG00000177181,RIMKLA,-0.049568369,0.874656616
ENSG00000166532,RIMKLB,-0.090357915,0.678384837
ENSG00000079841,RIMS1,-0.087344699,0.25442891
ENSG00000176406,RIMS2,-0.04147673,0.703514732
ENSG00000117016,RIMS3,0.008704714,0.979342998
ENSG00000101098,RIMS4,0.081513143,0.557173613
ENSG00000174791,RIN1,0.113808297,0.466681041
ENSG00000132669,RIN2,-0.180763603,0.494714621
ENSG00000100599,RIN3,0.047357185,0.90120562
ENSG00000204227,RING1,0.049320457,0.601534428
ENSG00000187994,RINL,-0.012919064,0.972393873
ENSG00000135249,RINT1,-0.057130455,0.801795155
ENSG00000124784,RIOK1,-0.078230301,0.648012454
ENSG00000058729,RIOK2,-0.047002141,0.867568055
ENSG00000101782,RIOK3,0.040186233,0.843803698
ENSG00000170468,RIOX1,0.000632897,0.996712921
ENSG00000170854,RIOX2,0.041164416,0.792734651
ENSG00000137275,RIPK1,0.06674353,0.775410667
ENSG00000104312,RIPK2,0.132866534,0.370302161
ENSG00000039523,RIPOR1,0.043445653,0.720978918
ENSG00000111913,RIPOR2,0.102117152,0.547171962
ENSG00000042062,RIPOR3,-0.139418945,0.708184211
ENSG00000203877,RIPPLY2,-0.011287008,0.983526705
ENSG00000143622,RIT1,-0.029759956,0.92458887
ENSG00000152214,RIT2,-0.000885319,0.998193263
ENSG00000139405,RITA1,0.02593039,0.893127196
ENSG00000140522,RLBP1,-0.253769232,0.47836869
ENSG00000117000,RLF,0.058532582,0.792578312
ENSG00000131263,RLIM,0.034726977,0.940470578
ENSG00000141452,RMC1,-0.019379939,0.901937064
ENSG00000176623,RMDN1,-0.119290642,0.424606735
ENSG00000115841,RMDN2,-0.057917732,0.841769944
ENSG00000137824,RMDN3,0.001925419,0.992290079
ENSG00000178966,RMI1,0.031292453,0.950946296
ENSG00000175643,RMI2,-0.057383972,0.949215742
ENSG00000155906,RMND1,-0.050353317,0.86152591
ENSG00000153561,RMND5A,-0.07590828,0.668245997
ENSG00000145916,RMND5B,-0.042380708,0.539486779
ENSG00000129538,RNASE1,-0.268004263,0.337240958
ENSG00000169413,RNASE6,-0.403312982,0.406036051
ENSG00000171865,RNASEH1,0.013713398,0.962365296
ENSG00000104889,RNASEH2A,-0.010339145,0.983526705
ENSG00000136104,RNASEH2B,0.003706394,0.993469394
ENSG00000172922,RNASEH2C,0.012337237,0.963785857
ENSG00000219200,RNASEK,-0.00882149,0.982906832
ENSG00000135828,RNASEL,0.024299941,0.947289849
ENSG00000026297,RNASET2,0.079491044,0.707404771
ENSG00000172602,RND1,0.124621997,0.56499273
ENSG00000108830,RND2,-0.1197978,0.358206338
ENSG00000115963,RND3,-0.053576948,0.887609168
ENSG00000022840,RNF10,-0.016327318,0.874469957
ENSG00000239305,RNF103,-0.002124838,0.993469394
ENSG00000249884,RNF103-CHMP3,-0.053010431,0.944272173
ENSG00000123091,RNF11,0.008549222,0.978108922
ENSG00000157450,RNF111,0.000685608,0.996712921
ENSG00000128482,RNF112,0.015641969,0.962465684
ENSG00000125352,RNF113A,-0.026323216,0.948703092
ENSG00000139797,RNF113B,0.101127964,0.784875998
ENSG00000124226,RNF114,-0.059705978,0.584035137
ENSG00000265491,RNF115,-0.018022326,0.92288054
ENSG00000137522,RNF121,-0.047011171,0.538398038
ENSG00000133874,RNF122,0.69544168,0.138901684
ENSG00000164068,RNF123,0.039870998,0.731100515
ENSG00000101695,RNF125,-0.284122823,0.237985177
ENSG00000070423,RNF126,0.068304787,0.632598114
ENSG00000133135,RNF128,0.144079862,0.678536597
ENSG00000082996,RNF13,-0.111436117,0.57169923
ENSG00000113269,RNF130,0.091063011,0.145716259
ENSG00000188050,RNF133,0.473694363,0.182565777
ENSG00000181481,RNF135,-0.038634022,0.9455997
ENSG00000134758,RNF138,-0.074172818,0.599888457
ENSG00000170881,RNF139,-0.030931326,0.925817389
ENSG00000013561,RNF14,-0.051929481,0.854134965
ENSG00000110315,RNF141,-0.093414487,0.483332661
ENSG00000151692,RNF144A,0.055584982,0.588473861
ENSG00000137393,RNF144B,-0.089258982,0.847885835
ENSG00000145860,RNF145,0.017522926,0.958352547
ENSG00000118518,RNF146,-0.066053535,0.444732315
ENSG00000235631,RNF148,0.205529628,0.709093165
ENSG00000163162,RNF149,0.139116083,0.166066494
ENSG00000170153,RNF150,0.075282985,0.763227908
ENSG00000176641,RNF152,-0.112837913,0.621424393
ENSG00000141576,RNF157,-0.040382735,0.723226069
ENSG00000141622,RNF165,-0.024112071,0.925543438
ENSG00000158717,RNF166,0.019083761,0.953903559
ENSG00000108523,RNF167,0.007456319,0.965148049
ENSG00000163961,RNF168,-0.053103134,0.539486779
ENSG00000166439,RNF169,-0.032058756,0.829050957
ENSG00000120925,RNF170,-0.01093777,0.956052889
ENSG00000145428,RNF175,0.05357754,0.900605791
ENSG00000164197,RNF180,-0.015894883,0.943283451
ENSG00000168894,RNF181,0.002381559,0.993469394
ENSG00000180537,RNF182,-0.131344818,0.686202144
ENSG00000138942,RNF185,-0.079443108,0.477159281
ENSG00000168159,RNF187,0.03014299,0.894429832
ENSG00000034677,RNF19A,0.050553666,0.756558205
ENSG00000116514,RNF19B,-0.016939476,0.953215494
ENSG00000121481,RNF2,-0.065871458,0.849499807
ENSG00000155827,RNF20,-0.07871119,0.229122739
ENSG00000158286,RNF207,0.148490402,0.37300049
ENSG00000212864,RNF208,-0.007480352,0.982906832
ENSG00000178222,RNF212,0.240107713,0.484887011
ENSG00000215277,RNF212B,0.071370336,0.913315431
ENSG00000173821,RNF213,-0.097421228,0.633523491
ENSG00000167257,RNF214,-0.006871801,0.971009081
ENSG00000099999,RNF215,-0.008036061,0.971009081
ENSG00000011275,RNF216,-0.025349825,0.852819295
ENSG00000146373,RNF217,0.02344309,0.907839811
ENSG00000152193,RNF219,-0.058414274,0.884434197
ENSG00000187147,RNF220,-0.084934542,0.465205201
ENSG00000233198,RNF224,0.071078019,0.897834291
ENSG00000179859,RNF227,0.076138401,0.615913924
ENSG00000101236,RNF24,0.005686322,0.977470166
ENSG00000163481,RNF25,-0.017443942,0.949364761
ENSG00000173456,RNF26,0.0380139,0.860020764
ENSG00000092098,RNF31,0.049211289,0.708184211
ENSG00000105982,RNF32,0.036767606,0.927978101
ENSG00000170633,RNF34,0.00618565,0.976365202
ENSG00000137075,RNF38,-0.000982499,0.99643623
ENSG00000204618,RNF39,0.021671744,0.961022009
ENSG00000063978,RNF4,0.036074106,0.737513277
ENSG00000103549,RNF40,0.009070702,0.958611828
ENSG00000181852,RNF41,0.01725816,0.953215494
ENSG00000108375,RNF43,-0.068333691,0.922078354
ENSG00000146083,RNF44,0.018910241,0.929801031
ENSG00000204308,RNF5,-0.052224006,0.73024789
ENSG00000127870,RNF6,0.000622335,0.998054541
ENSG00000114125,RNF7,-0.083296044,0.539486779
ENSG00000112130,RNF8,0.000608536,0.996930705
ENSG00000189050,RNFT1,0.014733436,0.976826951
ENSG00000135119,RNFT2,-0.007637216,0.975662239
ENSG00000111880,RNGTT,-0.007369612,0.97714593
ENSG00000023191,RNH1,0.03244404,0.86218732
ENSG00000184719,RNLS,-0.059937755,0.799816598
ENSG00000101654,RNMT,-0.003761536,0.993469394
ENSG00000185946,RNPC3,0.012529371,0.965884604
ENSG00000176393,RNPEP,-9.64E-05,0.999086545
ENSG00000142327,RNPEPL1,0.021095151,0.954906421
ENSG00000205937,RNPS1,0.018551753,0.882104544
ENSG00000169855,ROBO1,-0.033580759,0.716066124
ENSG00000185008,ROBO2,0.068403998,0.818442884
ENSG00000154134,ROBO3,0.085636695,0.838493725
ENSG00000154133,ROBO4,-0.072348686,0.920035386
ENSG00000067900,ROCK1,-0.085453188,0.678615174
ENSG00000134318,ROCK2,-0.023629113,0.92458887
ENSG00000067836,ROGDI,0.004838545,0.985141131
ENSG00000149489,ROM1,-0.037028899,0.958611828
ENSG00000125995,ROMO1,-0.017168897,0.965148049
ENSG00000114547,ROPN1B,-0.042791673,0.934777708
ENSG00000145491,ROPN1L,0.188817219,0.494714621
ENSG00000185483,ROR1,-0.143964734,0.678384837
ENSG00000169071,ROR2,0.160948629,0.546690458
ENSG00000069667,RORA,-0.017908465,0.950946296
ENSG00000198963,RORB,-0.064449007,0.779937857
ENSG00000047936,ROS1,-0.012882684,0.987014315
ENSG00000102218,RP2,-0.082285172,0.759530042
ENSG00000164610,RP9,-0.043884005,0.891732536
ENSG00000132383,RPA1,0.021320391,0.929036792
ENSG00000117748,RPA2,0.01279081,0.977737193
ENSG00000106399,RPA3,-0.045022664,0.909056618
ENSG00000204086,RPA4,0.030479902,0.972972441
ENSG00000129197,RPAIN,0.065040347,0.465248313
ENSG00000103932,RPAP1,0.051361255,0.589695504
ENSG00000122484,RPAP2,-0.010973637,0.954769265
ENSG00000005175,RPAP3,-0.049734927,0.882104544
ENSG00000197713,RPE,0.081224917,0.692571114
ENSG00000235376,RPEL1,-0.101540861,0.812627241
ENSG00000117133,RPF1,-0.109271691,0.595450893
ENSG00000197498,RPF2,-0.066108812,0.693597794
ENSG00000156313,RPGR,0.082161165,0.828558222
ENSG00000103494,RPGRIP1L,0.008953047,0.97876729
ENSG00000089169,RPH3A,-0.125136941,0.424606735
ENSG00000181031,RPH3AL,0.047567842,0.876943987
ENSG00000153574,RPIA,-0.019517478,0.949017446
ENSG00000147403,RPL10,-0.117182668,0.310472199
ENSG00000198755,RPL10A,-0.09185948,0.459161829
ENSG00000142676,RPL11,-0.111884655,0.299365763
ENSG00000197958,RPL12,-0.105541446,0.47836869
ENSG00000167526,RPL13,-0.043275665,0.808818835
ENSG00000142541,RPL13A,-0.088589804,0.51503158
ENSG00000188846,RPL14,-0.080980372,0.308746431
ENSG00000174748,RPL15,-0.026065334,0.909876728
ENSG00000265681,RPL17,0.050034333,0.890430567
ENSG00000063177,RPL18,-0.084894943,0.494714621
ENSG00000105640,RPL18A,-0.096678511,0.424606735
ENSG00000108298,RPL19,-0.10127277,0.368147578
ENSG00000122026,RPL21,-0.155674118,0.261701668
ENSG00000116251,RPL22,-0.056635364,0.80054811
ENSG00000163584,RPL22L1,-0.06579992,0.892532914
ENSG00000125691,RPL23,-0.089632011,0.390599856
ENSG00000198242,RPL23A,-0.105725409,0.535161462
ENSG00000114391,RPL24,-0.06916021,0.582885065
ENSG00000161970,RPL26,-0.146235688,0.17995531
ENSG00000037241,RPL26L1,0.044380519,0.885714702
ENSG00000131469,RPL27,-0.148889461,0.233946574
ENSG00000166441,RPL27A,-0.062042807,0.617546238
ENSG00000108107,RPL28,-0.061092118,0.685568069
ENSG00000162244,RPL29,-0.107258355,0.322704606
ENSG00000100316,RPL3,-0.072721268,0.459507957
ENSG00000156482,RPL30,-0.124860404,0.263357155
ENSG00000071082,RPL31,-0.138618234,0.241374784
ENSG00000144713,RPL32,-0.12390788,0.310472199
ENSG00000109475,RPL34,-0.114652329,0.402180276
ENSG00000136942,RPL35,-0.127286959,0.310472199
ENSG00000182899,RPL35A,-0.098501905,0.415575113
ENSG00000130255,RPL36,-0.086595541,0.554514637
ENSG00000241343,RPL36A,0.1943966,0.465205201
ENSG00000165502,RPL36AL,-0.060688874,0.678384837
ENSG00000145592,RPL37,-0.143661751,0.116634074
ENSG00000197756,RPL37A,-0.122387902,0.390503573
ENSG00000172809,RPL38,-0.120900204,0.273883198
ENSG00000198918,RPL39,-0.139686977,0.41941739
ENSG00000163923,RPL39L,0.064877646,0.903673572
ENSG00000174444,RPL4,-0.020906906,0.916038305
ENSG00000229117,RPL41,-0.132302964,0.231958894
ENSG00000122406,RPL5,-0.072231325,0.654595004
ENSG00000089009,RPL6,-0.048102784,0.707605071
ENSG00000147604,RPL7,-0.072339627,0.673517139
ENSG00000148303,RPL7A,-0.024240771,0.865232101
ENSG00000146223,RPL7L1,0.020476304,0.924772208
ENSG00000161016,RPL8,-0.07048315,0.517274793
ENSG00000163682,RPL9,-0.175451038,0.283558584
ENSG00000089157,RPLP0,-0.051314373,0.766185767
ENSG00000137818,RPLP1,-0.101056595,0.499296384
ENSG00000177600,RPLP2,-0.109200609,0.376678077
ENSG00000163902,RPN1,-0.016114865,0.936933385
ENSG00000118705,RPN2,-0.008407623,0.96016267
ENSG00000163684,RPP14,-0.003995315,0.989641638
ENSG00000241370,RPP21,0.24909338,0.424606735
ENSG00000178718,RPP25,-0.032821943,0.927305437
ENSG00000164967,RPP25L,-0.142822599,0.285123724
ENSG00000148688,RPP30,-0.009405821,0.983779937
ENSG00000152464,RPP38,-0.050818271,0.74425941
ENSG00000124787,RPP40,-0.132982501,0.617112851
ENSG00000141425,RPRD1A,-0.046423209,0.861336395
ENSG00000101413,RPRD1B,0.044931749,0.544163734
ENSG00000163125,RPRD2,-0.005915422,0.963491963
ENSG00000177519,RPRM,-0.028877746,0.953215494
ENSG00000179673,RPRML,0.018186437,0.976674012
ENSG00000124614,RPS10,-0.152542389,0.273883198
ENSG00000142534,RPS11,-0.141820194,0.223999871
ENSG00000112306,RPS12,-0.152927865,0.290584745
ENSG00000110700,RPS13,-0.202835855,0.106980676
ENSG00000164587,RPS14,-0.087835711,0.47836869
ENSG00000115268,RPS15,-0.075497173,0.551515362
ENSG00000134419,RPS15A,-0.086952777,0.387333329
ENSG00000105193,RPS16,-0.059819298,0.712007644
ENSG00000182774,RPS17,-0.092135787,0.502069631
ENSG00000231500,RPS18,-0.212043287,0.078229175
ENSG00000105372,RPS19,-0.040877581,0.862508801
ENSG00000187051,RPS19BP1,-0.065964809,0.603172264
ENSG00000140988,RPS2,0.045688144,0.811625566
ENSG00000008988,RPS20,-0.095826149,0.33022756
ENSG00000171858,RPS21,-0.164961109,0.357481541
ENSG00000186468,RPS23,-0.029991766,0.937058091
ENSG00000138326,RPS24,-0.120142541,0.212624796
ENSG00000118181,RPS25,-0.106910807,0.364603196
ENSG00000197728,RPS26,-0.132885888,0.685085751
ENSG00000177954,RPS27,-0.178639022,0.221833828
ENSG00000143947,RPS27A,-0.134053393,0.301273111
ENSG00000185088,RPS27L,0.06812004,0.618627095
ENSG00000233927,RPS28,-0.112810535,0.615283411
ENSG00000213741,RPS29,-0.062011334,0.692571114
ENSG00000149273,RPS3,-0.052334147,0.671375983
ENSG00000145425,RPS3A,-0.069073401,0.716766071
ENSG00000198034,RPS4X,-0.089790449,0.500563228
ENSG00000129824,RPS4Y1,2.469914717,0.00041325
ENSG00000083845,RPS5,-0.125851722,0.195185241
ENSG00000137154,RPS6,-0.117302505,0.479240227
ENSG00000117676,RPS6KA1,0.077827175,0.788439098
ENSG00000071242,RPS6KA2,0.036656807,0.707404771
ENSG00000177189,RPS6KA3,-0.055291697,0.847885835
ENSG00000162302,RPS6KA4,0.010757941,0.972393873
ENSG00000100784,RPS6KA5,0.048086776,0.838131823
ENSG00000072133,RPS6KA6,-0.023138952,0.963785857
ENSG00000108443,RPS6KB1,-0.012064089,0.950946296
ENSG00000175634,RPS6KB2,0.099040169,0.492733344
ENSG00000136643,RPS6KC1,0.026911462,0.886926374
ENSG00000198208,RPS6KL1,0.063223198,0.65740981
ENSG00000171863,RPS7,-0.072695997,0.597565054
ENSG00000142937,RPS8,-0.101477751,0.384168759
ENSG00000170889,RPS9,-0.094334991,0.490528493
ENSG00000168028,RPSA,-0.064331986,0.652766367
ENSG00000141564,RPTOR,0.051188801,0.59948815
ENSG00000007376,RPUSD1,-0.083601766,0.621433195
ENSG00000166133,RPUSD2,-0.059088801,0.747953394
ENSG00000156990,RPUSD3,0.001236083,0.995755191
ENSG00000165526,RPUSD4,-0.016752466,0.9455997
ENSG00000166592,RRAD,0.171250323,0.83266933
ENSG00000155876,RRAGA,-0.017743701,0.971851309
ENSG00000083750,RRAGB,0.073689425,0.671375983
ENSG00000116954,RRAGC,-0.038227712,0.918506055
ENSG00000025039,RRAGD,-0.047865838,0.692774251
ENSG00000126458,RRAS,-0.04236504,0.952149863
ENSG00000133818,RRAS2,-0.043024895,0.886503167
ENSG00000125844,RRBP1,0.112385887,0.692571114
ENSG00000124782,RREB1,-0.006236533,0.993469394
ENSG00000180245,RRH,-0.141823125,0.707605071
ENSG00000167325,RRM1,0.024992536,0.932905152
ENSG00000048392,RRM2B,-0.05476454,0.89016697
ENSG00000085721,RRN3,0.069490152,0.731215128
ENSG00000143303,RRNAD1,0.039768676,0.86152591
ENSG00000160214,RRP1,0.02121798,0.904780191
ENSG00000052749,RRP12,0.144339298,0.254960364
ENSG00000067533,RRP15,-0.030483041,0.916008998
ENSG00000160208,RRP1B,-0.04789748,0.759144179
ENSG00000124541,RRP36,0.004834617,0.982906832
ENSG00000189306,RRP7A,-0.025549351,0.94678722
ENSG00000132275,RRP8,-0.020195969,0.933156111
ENSG00000114767,RRP9,-0.004373957,0.989641638
ENSG00000179041,RRS1,-0.000999852,0.996664942
ENSG00000102104,RS1,0.067409991,0.890430567
ENSG00000136444,RSAD1,0.100418662,0.261701668
ENSG00000134321,RSAD2,-0.217959725,0.415238451
ENSG00000081019,RSBN1,0.005935203,0.985335953
ENSG00000187257,RSBN1L,-0.017450281,0.936290784
ENSG00000048649,RSF1,-0.049726959,0.51517426
ENSG00000171490,RSL1D1,-0.050012834,0.662482622
ENSG00000137876,RSL24D1,-0.11436731,0.712536114
ENSG00000160188,RSPH1,-0.03536018,0.885738891
ENSG00000100218,RSPH14,-0.135692312,0.515825856
ENSG00000130363,RSPH3,-0.061814094,0.595450893
ENSG00000111834,RSPH4A,0.136836278,0.699477217
ENSG00000172426,RSPH9,-0.063971031,0.807619894
ENSG00000147655,RSPO2,0.037635001,0.950946296
ENSG00000146374,RSPO3,0.155467911,0.590955072
ENSG00000101282,RSPO4,0.055185227,0.921351539
ENSG00000159579,RSPRY1,-0.004634975,0.980162121
ENSG00000174891,RSRC1,-0.011867049,0.954319793
ENSG00000111011,RSRC2,0.037816124,0.708184211
ENSG00000117616,RSRP1,0.060155241,0.679454892
ENSG00000148484,RSU1,-0.108781691,0.239170116
ENSG00000132026,RTBDN,0.134245633,0.479671797
ENSG00000137996,RTCA,0.038951717,0.906077597
ENSG00000100220,RTCB,-0.000823093,0.996662975
ENSG00000258366,RTEL1,0.18281856,0.237214592
ENSG00000026036,RTEL1-TNFRSF6B,0.17539133,0.20996921
ENSG00000137815,RTF1,0.055188299,0.509561629
ENSG00000022277,RTF2,-0.082991101,0.16152648
ENSG00000114993,RTKN,-0.073002633,0.864545237
ENSG00000254656,RTL1,-0.01383378,0.977819434
ENSG00000215012,RTL10,0.050817621,0.707822661
ENSG00000242732,RTL5,-0.034372058,0.771903789
ENSG00000188636,RTL6,-0.081120807,0.144363388
ENSG00000203950,RTL8A,-0.01543211,0.941922161
ENSG00000212747,RTL8B,0.03252815,0.898856897
ENSG00000134590,RTL8C,0.039212596,0.888719032
ENSG00000243978,RTL9,0.082077727,0.81875388
ENSG00000139970,RTN1,0.057702399,0.915775763
ENSG00000125744,RTN2,-0.016292657,0.950828147
ENSG00000133318,RTN3,0.040963381,0.949364761
ENSG00000115310,RTN4,-0.031919582,0.9455997
ENSG00000130347,RTN4IP1,0.025907006,0.9455997
ENSG00000040608,RTN4R,-0.057834501,0.859123395
ENSG00000185924,RTN4RL1,0.06277874,0.862848699
ENSG00000186907,RTN4RL2,0.155199417,0.494714621
ENSG00000175077,RTP1,-0.110100413,0.83266933
ENSG00000188011,RTP5,0.280896723,0.111925617
ENSG00000087302,RTRAF,-0.072543389,0.728787498
ENSG00000176225,RTTN,-0.042816297,0.852819295
ENSG00000145016,RUBCN,0.024609408,0.843036004
ENSG00000102445,RUBCNL,-0.104035234,0.573847064
ENSG00000176783,RUFY1,-0.00312686,0.989641638
ENSG00000204130,RUFY2,-0.010767677,0.959577168
ENSG00000018189,RUFY3,0.014934997,0.972102157
ENSG00000198863,RUNDC1,0.046519173,0.81875388
ENSG00000108309,RUNDC3A,0.043210289,0.775033857
ENSG00000105784,RUNDC3B,-0.070369343,0.709390638
ENSG00000159216,RUNX1,0.410786611,0.221833828
ENSG00000079102,RUNX1T1,-0.013467335,0.958611828
ENSG00000124813,RUNX2,0.010361142,0.979307199
ENSG00000160753,RUSC1,0.054148352,0.707822661
ENSG00000198853,RUSC2,0.040698381,0.737172847
ENSG00000175792,RUVBL1,0.000720091,0.99643623
ENSG00000183207,RUVBL2,0.065750904,0.588473861
ENSG00000111832,RWDD1,-0.150119854,0.353764423
ENSG00000013392,RWDD2A,0.046231703,0.849839613
ENSG00000156253,RWDD2B,0.01414984,0.978573429
ENSG00000122481,RWDD3,-0.019723576,0.969555064
ENSG00000182552,RWDD4,-0.056217023,0.806380065
ENSG00000171509,RXFP1,-0.033014022,0.969357765
ENSG00000182631,RXFP3,-0.312484321,0.618627095
ENSG00000173080,RXFP4,0.544607038,0.352412768
ENSG00000186350,RXRA,-0.010781889,0.983386675
ENSG00000204231,RXRB,0.023467692,0.81973942
ENSG00000143171,RXRG,-0.174452787,0.519598164
ENSG00000118600,RXYLT1,-0.054784376,0.759041288
ENSG00000163602,RYBP,-0.025039796,0.928402514
ENSG00000163785,RYK,-0.039040717,0.775033857
ENSG00000196218,RYR1,-0.087912252,0.724809693
ENSG00000198626,RYR2,0.119842127,0.490349995
ENSG00000198838,RYR3,-0.026065662,0.963491963
ENSG00000160678,S100A1,-0.115858715,0.762331628
ENSG00000197747,S100A10,0.297487603,0.275662498
ENSG00000163191,S100A11,0.057756988,0.950946296
ENSG00000189171,S100A13,-0.219777827,0.424606735
ENSG00000188643,S100A16,-0.119967092,0.781592455
ENSG00000196154,S100A4,-0.005923068,0.99643623
ENSG00000197956,S100A6,0.069511574,0.764199309
ENSG00000143546,S100A8,1.425875396,0.111540886
ENSG00000163220,S100A9,1.452601152,0.056893952
ENSG00000160307,S100B,-0.200031983,0.430767436
ENSG00000163993,S100P,0.054915745,0.936268226
ENSG00000116497,S100PBP,0.055649455,0.644558242
ENSG00000170989,S1PR1,-0.090583468,0.857649645
ENSG00000267534,S1PR2,0.035967959,0.940898918
ENSG00000213694,S1PR3,0.132722597,0.72721642
ENSG00000125910,S1PR4,0.368597503,0.344058013
ENSG00000180739,S1PR5,-0.103657003,0.875256562
ENSG00000166788,SAAL1,0.03912197,0.890430567
