Geneid,Genename,MDD.sgPFC.log2FoldChange,MDD.sgPFC.padj
ENSG00000099992,TBC1D10A,-0.311626578,0.015060347
ENSG00000169221,TBC1D10B,-0.236684631,0.004947268
ENSG00000175463,TBC1D10C,-0.219672826,0.173357827
ENSG00000108239,TBC1D12,0.014564326,0.866207204
ENSG00000107021,TBC1D13,-0.203201835,0.06855051
ENSG00000132405,TBC1D14,-0.013330211,0.72603821
ENSG00000121749,TBC1D15,0.344474421,0.004111848
ENSG00000167291,TBC1D16,-0.18424782,0.048843767
ENSG00000104946,TBC1D17,-0.199452193,0.008174477
ENSG00000109680,TBC1D19,0.137169879,0.151421617
ENSG00000095383,TBC1D2,-0.1553785,0.32276701
ENSG00000125875,TBC1D20,-0.08240493,0.013039582
ENSG00000054611,TBC1D22A,-0.143812134,0.00423099
ENSG00000065491,TBC1D22B,-0.036737016,0.413580521
ENSG00000036054,TBC1D23,0.222129023,0.020818265
ENSG00000162065,TBC1D24,-0.043359282,0.536113365
ENSG00000068354,TBC1D25,-0.145212447,0.165477754
ENSG00000167202,TBC1D2B,-0.016731079,0.810651176
ENSG00000111490,TBC1D30,0.141354746,0.083952805
ENSG00000156787,TBC1D31,0.116174873,0.410859864
ENSG00000146350,TBC1D32,0.245386743,0.11372038
ENSG00000136111,TBC1D4,-0.080762341,0.216360804
ENSG00000131374,TBC1D5,0.076523446,0.139796745
ENSG00000145979,TBC1D7,0.020484709,0.771924221
ENSG00000204634,TBC1D8,0.004598516,0.949305117
ENSG00000133138,TBC1D8B,0.115453402,0.469027491
ENSG00000109436,TBC1D9,0.077747463,0.471895346
ENSG00000197226,TBC1D9B,-0.143405283,0.023164581
ENSG00000171530,TBCA,0.125152506,0.047414043
ENSG00000105254,TBCB,-0.086724807,0.252959738
ENSG00000124659,TBCC,0.024851272,0.800008961
ENSG00000113838,TBCCD1,-0.019396756,0.77091214
ENSG00000141556,TBCD,-0.146788029,0.01225388
ENSG00000154114,TBCEL,0.09356495,0.175287552
ENSG00000145348,TBCK,0.19147145,0.020213908
ENSG00000183735,TBK1,0.284400446,0.010580806
ENSG00000198933,TBKBP1,-0.181693367,0.074704953
ENSG00000101849,TBL1X,-0.059699255,0.718020388
ENSG00000177565,TBL1XR1,0.205092235,0.034507447
ENSG00000106638,TBL2,0.003659819,0.973202078
ENSG00000183751,TBL3,-0.245681835,0.009589443
ENSG00000112592,TBP,0.012052258,0.905354358
ENSG00000028839,TBPL1,0.250822483,0.080072747
ENSG00000136535,TBR1,0.260585429,0.079391864
ENSG00000154144,TBRG1,0.022203548,0.730990554
ENSG00000136270,TBRG4,-0.187541808,0.088452062
ENSG00000092607,TBX15,0.314198938,0.14161782
ENSG00000112837,TBX18,-0.375552163,0.10236791
ENSG00000121068,TBX2,-0.31817934,0.101342203
ENSG00000135111,TBX3,-0.122731854,0.586228845
ENSG00000149922,TBX6,-0.308448343,0.098808093
ENSG00000006638,TBXA2R,-0.410714444,0.020968929
ENSG00000059377,TBXAS1,-0.084641465,0.667224468
ENSG00000165929,TC2N,0.287398071,0.083759876
ENSG00000198420,TCAF1,0.180819448,0.209435313
ENSG00000170379,TCAF2,0.588784959,0.008679519
ENSG00000179152,TCAIM,0.12805947,0.081243915
ENSG00000173991,TCAP,-0.315398976,0.024899195
ENSG00000187735,TCEA1,0.143109095,0.248020011
ENSG00000171703,TCEA2,-0.136732212,0.061964941
ENSG00000204219,TCEA3,-0.093766105,0.391750392
ENSG00000172465,TCEAL1,0.128634309,0.311919897
ENSG00000184905,TCEAL2,0.098542224,0.464921919
ENSG00000196507,TCEAL3,-0.014889988,0.909405058
ENSG00000133142,TCEAL4,0.084743404,0.513582722
ENSG00000204065,TCEAL5,0.134643196,0.323375055
ENSG00000204071,TCEAL6,0.057062869,0.682434017
ENSG00000182916,TCEAL7,0.112642119,0.447408634
ENSG00000180964,TCEAL8,0.224508681,0.093738019
ENSG00000185222,TCEAL9,0.304641619,0.020662941
ENSG00000176896,TCEANC,0.053401567,0.644873311
ENSG00000116205,TCEANC2,-0.026777254,0.760280902
ENSG00000113649,TCERG1,0.120463646,0.067550262
ENSG00000176769,TCERG1L,-0.17663475,0.141974095
ENSG00000140262,TCF12,0.003550379,0.970057696
ENSG00000137310,TCF19,-0.133086609,0.27014007
ENSG00000100207,TCF20,0.004071528,0.938155565
ENSG00000141002,TCF25,-0.062998375,0.252268381
ENSG00000071564,TCF3,-0.32051138,0.0118043
ENSG00000196628,TCF4,0.130358382,0.080927777
ENSG00000081059,TCF7,0.002990171,0.984928961
ENSG00000152284,TCF7L1,-0.245338708,0.091470353
ENSG00000148737,TCF7L2,0.049460087,0.712404535
ENSG00000101190,TCFL5,-0.096485193,0.339541543
ENSG00000139437,TCHP,-0.11249056,0.084348977
ENSG00000176907,TCIM,0.070345823,0.700388686
ENSG00000110719,TCIRG1,-0.342125276,0.108541892
ENSG00000134827,TCN1,0.098522603,0.705815242
ENSG00000185339,TCN2,-0.223968183,0.155436325
ENSG00000070814,TCOF1,-0.115777902,0.028331325
ENSG00000120438,TCP1,0.107038122,0.502853775
ENSG00000242220,TCP10L,-0.079459997,0.503298834
ENSG00000176148,TCP11L1,0.096219039,0.225455947
ENSG00000166046,TCP11L2,0.074080444,0.332590841
ENSG00000145022,TCTA,-0.137787229,0.011273535
ENSG00000146221,TCTE1,-0.024920168,0.82751077
ENSG00000184786,TCTE3,0.049220143,0.683596981
ENSG00000152760,TCTEX1D1,0.298924238,0.023195718
ENSG00000213123,TCTEX1D2,0.169705891,0.101034448
ENSG00000188396,TCTEX1D4,-0.100238673,0.806587841
ENSG00000204852,TCTN1,0.086196752,0.224639886
ENSG00000168778,TCTN2,0.020050984,0.779983914
ENSG00000119977,TCTN3,0.036407497,0.524281519
ENSG00000139372,TDG,0.135785095,0.058946923
ENSG00000042088,TDP1,0.164883811,0.012583936
ENSG00000111802,TDP2,0.170867048,0.037733493
ENSG00000163239,TDRD10,-0.308921678,0.140358391
ENSG00000083544,TDRD3,0.186687551,0.025063271
ENSG00000162782,TDRD5,0.213946808,0.192877277
ENSG00000180113,TDRD6,0.098027974,0.500757688
ENSG00000196116,TDRD7,0.02552416,0.826984669
ENSG00000156414,TDRD9,0.326077523,0.068794639
ENSG00000182134,TDRKH,0.11581055,0.100196691
ENSG00000180190,TDRP,-0.065082988,0.577959004
ENSG00000187079,TEAD1,0.065356331,0.526640517
ENSG00000074219,TEAD2,-0.048923402,0.81564481
ENSG00000007866,TEAD3,0.056211589,0.797074795
ENSG00000197905,TEAD4,0.267603223,0.350669999
ENSG00000135605,TEC,0.314350072,0.0551896
ENSG00000205356,TECPR1,-0.230956568,0.057168441
ENSG00000196663,TECPR2,-0.071535724,0.093549076
ENSG00000099797,TECR,-0.121814762,0.091673513
ENSG00000109927,TECTA,-0.083926649,0.218783052
ENSG00000185347,TEDC1,-0.35369845,0.011387149
ENSG00000162062,TEDC2,-0.375871081,0.007581059
ENSG00000167074,TEF,0.042946597,0.493818034
ENSG00000172171,TEFM,0.006910274,0.94382543
ENSG00000120156,TEK,0.022222661,0.891106513
ENSG00000092850,TEKT2,-0.233118605,0.114960109
ENSG00000125409,TEKT3,0.104730374,0.493047642
ENSG00000100726,TELO2,-0.33552328,0.008569851
ENSG00000009694,TENM1,0.153582053,0.322639734
ENSG00000145934,TENM2,0.068629037,0.323836462
ENSG00000218336,TENM3,0.166187673,0.130199376
ENSG00000149256,TENM4,-0.027251184,0.63186465
ENSG00000164329,TENT2,0.157644618,0.112622822
ENSG00000112941,TENT4A,-0.02197537,0.649551999
ENSG00000121274,TENT4B,0.161542568,0.020002083
ENSG00000112773,TENT5A,-0.122842688,0.443200823
ENSG00000158246,TENT5B,0.225279557,0.256170245
ENSG00000183508,TENT5C,0.19074387,0.351086671
ENSG00000129566,TEP1,-0.22836577,0.052063542
ENSG00000159648,TEPP,0.095197534,0.617636622
ENSG00000167302,TEPSIN,-0.302512002,0.04948893
ENSG00000147601,TERF1,0.15969952,0.191552862
ENSG00000132604,TERF2,0.073117337,0.168581411
ENSG00000166848,TERF2IP,0.145100696,0.14288392
ENSG00000135269,TES,0.264641258,0.213243617
ENSG00000088992,TESC,-0.194379183,0.094170724
ENSG00000107140,TESK1,-0.256260452,0.042447118
ENSG00000070759,TESK2,-0.031670953,0.746925448
ENSG00000135426,TESPA1,0.026999159,0.875635019
ENSG00000138336,TET1,0.093117069,0.370498291
ENSG00000168769,TET2,0.09081787,0.191766847
ENSG00000187605,TET3,-0.115957952,0.446931372
ENSG00000136891,TEX10,0.1026644,0.381751731
ENSG00000170925,TEX13B,-0.115490633,0.643993838
ENSG00000136478,TEX2,0.084409718,0.067431862
ENSG00000226174,TEX22,-0.261751415,0.088122975
ENSG00000175664,TEX26,0.263948493,0.063104325
ENSG00000144043,TEX261,-0.076577616,0.238387899
ENSG00000164081,TEX264,-0.18543162,0.008152369
ENSG00000153495,TEX29,-0.043879924,0.757898494
ENSG00000151287,TEX30,0.19334566,0.055567755
ENSG00000198723,TEX45,-0.109554894,0.49881265
ENSG00000164645,TEX47,-0.128618537,0.516768959
ENSG00000230601,TEX48,0.194284807,0.317320365
ENSG00000230054,TEX53,0.103476682,0.563949082
ENSG00000151575,TEX9,0.313022472,0.021130967
ENSG00000091513,TF,-0.004064037,0.986309734
ENSG00000108064,TFAM,0.236990904,0.022439044
ENSG00000087510,TFAP2C,-0.267312053,0.191808272
ENSG00000116819,TFAP2E,-0.085381363,0.565670267
ENSG00000090447,TFAP4,-0.172003046,0.090021499
ENSG00000029639,TFB1M,-0.014139302,0.893437777
ENSG00000162851,TFB2M,0.183985113,0.035460854
ENSG00000135457,TFCP2,0.086439978,0.070553936
ENSG00000198176,TFDP1,-0.133904311,0.030072442
ENSG00000114126,TFDP2,-0.001040643,0.987473671
ENSG00000068323,TFE3,-0.128189687,0.277442723
ENSG00000112561,TFEB,-0.183458927,0.181987114
ENSG00000114354,TFG,0.072706814,0.148267503
ENSG00000100109,TFIP11,-0.007730007,0.868435407
ENSG00000105619,TFPT,-0.212104135,0.020406848
ENSG00000106327,TFR2,-0.131387547,0.30293938
ENSG00000072274,TFRC,-0.017359425,0.904963394
ENSG00000088451,TGDS,0.17928545,0.113389617
ENSG00000163235,TGFA,0.048874605,0.714750409
ENSG00000105329,TGFB1,-0.183111376,0.216625192
ENSG00000140682,TGFB1I1,-0.218523391,0.24304594
ENSG00000092969,TGFB2,0.145428234,0.227361825
ENSG00000119699,TGFB3,-0.061477281,0.686796511
ENSG00000120708,TGFBI,0.151920134,0.500136358
ENSG00000106799,TGFBR1,0.292896882,0.058574342
ENSG00000163513,TGFBR2,-0.152743785,0.308361792
ENSG00000069702,TGFBR3,0.155240051,0.170169186
ENSG00000260001,TGFBR3L,-0.332204407,0.040853371
ENSG00000135966,TGFBRAP1,-0.059273203,0.071015926
ENSG00000177426,TGIF1,0.214083892,0.226428432
ENSG00000118707,TGIF2,-0.281715667,0.05148876
ENSG00000092295,TGM1,-0.410560994,0.037733493
ENSG00000198959,TGM2,0.411916802,0.10824761
ENSG00000152291,TGOLN2,0.151921383,0.023979789
ENSG00000137574,TGS1,0.08609645,0.429864355
ENSG00000115970,THADA,0.050563699,0.481968842
ENSG00000131931,THAP1,0.039008932,0.684082998
ENSG00000129028,THAP10,0.135592832,0.160249406
ENSG00000168286,THAP11,-0.190000872,0.05443643
ENSG00000137492,THAP12,0.185729551,0.032245083
ENSG00000173451,THAP2,0.196689633,0.034113534
ENSG00000041988,THAP3,-0.132887833,0.04560747
ENSG00000176946,THAP4,-0.133947784,0.016713991
ENSG00000177683,THAP5,0.22486384,0.095596341
ENSG00000174796,THAP6,0.201363115,0.027533822
ENSG00000184436,THAP7,-0.206412301,0.024396418
ENSG00000161277,THAP8,-0.251943126,0.00643382
ENSG00000168152,THAP9,0.30542368,0.014723503
ENSG00000178726,THBD,0.449192067,0.033465817
ENSG00000137801,THBS1,0.296517409,0.245387613
ENSG00000186340,THBS2,-0.053522244,0.732793042
ENSG00000169231,THBS3,-0.176568292,0.22739846
ENSG00000113296,THBS4,-0.108600291,0.258765584
ENSG00000105549,THEG,-0.794491481,0.001408017
ENSG00000159445,THEM4,-0.050577712,0.4745419
ENSG00000196407,THEM5,-0.091337956,0.44665901
ENSG00000130193,THEM6,-0.302816052,0.02317491
ENSG00000172673,THEMIS,0.317921272,0.14161782
ENSG00000130775,THEMIS2,0.182519321,0.154354042
ENSG00000113272,THG1L,0.016164265,0.859574496
ENSG00000185875,THNSL1,0.193829689,0.091673513
ENSG00000144115,THNSL2,-0.130496887,0.631455413
ENSG00000079134,THOC1,0.219272435,0.042368024
ENSG00000125676,THOC2,0.196470049,0.139552387
ENSG00000051596,THOC3,0.002427031,0.987473671
ENSG00000100296,THOC5,-0.011112715,0.792075251
ENSG00000131652,THOC6,-0.161255728,0.125338515
ENSG00000163634,THOC7,0.157058475,0.078682761
ENSG00000172009,THOP1,-0.199099398,0.010115199
ENSG00000090534,THPO,-0.231960613,0.043175966
ENSG00000126351,THRA,-0.103732014,0.051092437
ENSG00000054118,THRAP3,0.091617346,0.056991679
ENSG00000151090,THRB,0.1798855,0.07208707
ENSG00000151365,THRSP,-0.369149147,0.051861611
ENSG00000136114,THSD1,-0.379468711,0.007441541
ENSG00000187720,THSD4,-0.091136547,0.553387487
ENSG00000005108,THSD7A,-0.107453299,0.391236792
ENSG00000144229,THSD7B,-0.0892954,0.277720174
ENSG00000259431,THTPA,-0.271729847,0.005382283
ENSG00000066654,THUMPD1,0.244969203,0.008575565
ENSG00000138050,THUMPD2,0.20005891,0.014614013
ENSG00000134077,THUMPD3,0.174978508,0.020323787
ENSG00000154096,THY1,-0.016775577,0.892203888
ENSG00000151500,THYN1,0.129955882,0.075787591
ENSG00000116001,TIA1,0.178253498,0.018076488
ENSG00000221995,TIAF1,-0.123907407,0.187186683
ENSG00000151923,TIAL1,0.152401376,0.005760087
ENSG00000156299,TIAM1,0.002707585,0.971532582
ENSG00000146426,TIAM2,0.193345858,0.139624099
ENSG00000127666,TICAM1,-0.085322607,0.29246858
ENSG00000140534,TICRR,-0.10343052,0.503451447
ENSG00000066056,TIE1,-0.460658907,0.02228806
ENSG00000145365,TIFA,0.512665324,0.004348235
ENSG00000078237,TIGAR,0.154712342,0.136954465
ENSG00000221944,TIGD1,0.145137684,0.078679877
ENSG00000180346,TIGD2,0.147901018,0.151171269
ENSG00000173825,TIGD3,-0.069535627,0.630865331
ENSG00000169989,TIGD4,0.117045382,0.338457208
ENSG00000179886,TIGD5,-0.375056926,0.011970085
ENSG00000164296,TIGD6,-0.030894674,0.682003257
ENSG00000140993,TIGD7,-0.089585174,0.167957039
ENSG00000111602,TIMELESS,-0.15365735,0.099635886
ENSG00000134809,TIMM10,-0.092393378,0.359065693
ENSG00000132286,TIMM10B,0.125668802,0.090350252
ENSG00000099800,TIMM13,-0.279716121,0.01155688
ENSG00000134375,TIMM17A,0.044718423,0.73201031
ENSG00000126768,TIMM17B,-0.133560362,0.299117636
ENSG00000075336,TIMM21,0.084906387,0.094049179
ENSG00000177370,TIMM22,-0.075555232,0.080937579
ENSG00000265354,TIMM23,0.097174189,0.239086357
ENSG00000204152,TIMM23B,0.0005668,0.992723208
ENSG00000142444,TIMM29,-0.166046052,0.038375246
ENSG00000104980,TIMM44,-0.223959897,0.014518206
ENSG00000105197,TIMM50,-0.069319787,0.169592123
ENSG00000126953,TIMM8A,0.119924821,0.343933877
ENSG00000150779,TIMM8B,-0.075382791,0.44867679
ENSG00000100575,TIMM9,0.264263273,0.009960975
ENSG00000113845,TIMMDC1,-0.040138881,0.570980796
ENSG00000102265,TIMP1,0.195827543,0.352777401
ENSG00000035862,TIMP2,0.00208044,0.978094295
ENSG00000100234,TIMP3,-0.560141381,0.008260975
ENSG00000157150,TIMP4,-0.039162846,0.767492293
ENSG00000142910,TINAGL1,-0.340646901,0.123000449
ENSG00000223573,TINCR,0.067494416,0.541544407
ENSG00000092330,TINF2,-0.043928573,0.503298834
ENSG00000163659,TIPARP,0.587746782,0.003128328
ENSG00000075131,TIPIN,0.112654816,0.191766847
ENSG00000143155,TIPRL,0.358867587,0.016373057
ENSG00000150455,TIRAP,-0.138837212,0.051204067
ENSG00000137221,TJAP1,-0.192314173,0.101113128
ENSG00000104067,TJP1,0.022553689,0.832285476
ENSG00000119139,TJP2,-0.021473661,0.901909347
ENSG00000105289,TJP3,-0.201945087,0.203957075
ENSG00000167900,TK1,0.25266967,0.151437462
ENSG00000166548,TK2,0.045824381,0.21630582
ENSG00000149476,TKFC,-0.086672548,0.18540667
ENSG00000163931,TKT,-0.097470063,0.115436049
ENSG00000160606,TLCD1,-0.044353628,0.797826821
ENSG00000185561,TLCD2,0.122516172,0.519094505
ENSG00000140950,TLDC1,-0.012261219,0.890487143
ENSG00000101342,TLDC2,0.020217946,0.926577018
ENSG00000196781,TLE1,-0.193543903,0.106014885
ENSG00000065717,TLE2,-0.198326436,0.149463418
ENSG00000140332,TLE3,-0.111237815,0.268449063
ENSG00000106829,TLE4,0.076343506,0.589642824
ENSG00000198586,TLK1,0.199394599,0.021874799
ENSG00000146872,TLK2,0.120131025,0.022232702
ENSG00000038295,TLL1,0.183770048,0.052334944
ENSG00000095587,TLL2,0.205050963,0.06109961
ENSG00000137076,TLN1,-0.168921163,0.309074847
ENSG00000171914,TLN2,0.01006882,0.907166474
ENSG00000140406,TLNRD1,-0.176883886,0.075351332
ENSG00000174125,TLR1,0.422443532,0.032341876
ENSG00000137462,TLR2,0.726087762,0.003949057
ENSG00000136869,TLR4,0.021699917,0.920098016
ENSG00000187554,TLR5,0.171786679,0.277053592
ENSG00000174130,TLR6,0.005858619,0.977786348
ENSG00000196664,TLR7,0.119941268,0.72193325
ENSG00000162604,TM2D1,0.157125522,0.018239501
ENSG00000169490,TM2D2,0.110508356,0.428083831
ENSG00000184277,TM2D3,0.101761618,0.326107768
ENSG00000169908,TM4SF1,0.609309494,0.027530142
ENSG00000163762,TM4SF18,0.020338082,0.933962806
ENSG00000136404,TM6SF1,-0.033971135,0.698535915
ENSG00000149809,TM7SF2,-0.232784243,0.009227082
ENSG00000064115,TM7SF3,0.035653069,0.479239093
ENSG00000100926,TM9SF1,-0.1130807,0.223343412
ENSG00000125304,TM9SF2,0.207309009,0.045563483
ENSG00000077147,TM9SF3,0.293764795,0.01242991
ENSG00000101337,TM9SF4,0.010167397,0.756021914
ENSG00000198498,TMA16,0.194338589,0.024946561
ENSG00000232112,TMA7,0.052928876,0.553414195
ENSG00000135926,TMBIM1,0.225070358,0.156290805
ENSG00000155957,TMBIM4,0.019990901,0.828149415
ENSG00000139644,TMBIM6,0.086055447,0.235204262
ENSG00000149488,TMC2,0.126956911,0.367644473
ENSG00000167608,TMC4,-0.097491019,0.413409907
ENSG00000141524,TMC6,-0.322919023,0.044804952
ENSG00000170537,TMC7,-0.118698531,0.293593843
ENSG00000167895,TMC8,-0.289173736,0.096905188
ENSG00000172765,TMCC1,0.061825806,0.163407334
ENSG00000133069,TMCC2,-0.213001906,0.008893004
ENSG00000057704,TMCC3,-0.082625824,0.550113046
ENSG00000143183,TMCO1,0.247767354,0.007515933
ENSG00000150403,TMCO3,-0.108382281,0.065893486
ENSG00000162542,TMCO4,-0.186816418,0.132584989
ENSG00000113119,TMCO6,-0.113530656,0.245299166
ENSG00000099203,TMED1,-0.176721767,0.084348977
ENSG00000170348,TMED10,0.246602952,0.005382283
ENSG00000086598,TMED2,0.274264556,0.012017119
ENSG00000166557,TMED3,-0.068032792,0.348657278
ENSG00000158604,TMED4,-0.052319957,0.64125573
ENSG00000117500,TMED5,0.373003271,0.005079848
ENSG00000157315,TMED6,0.059751579,0.699074197
ENSG00000134970,TMED7,0.353932717,0.010431243
ENSG00000100580,TMED8,0.174622831,0.018293375
ENSG00000184840,TMED9,-0.156019772,0.059125817
ENSG00000241697,TMEFF1,-0.620062705,0.005366545
ENSG00000144339,TMEFF2,0.016374597,0.896216629
ENSG00000166292,TMEM100,0.184222209,0.316467458
ENSG00000091947,TMEM101,-0.102428491,0.089183197
ENSG00000181284,TMEM102,-0.046693631,0.851931492
ENSG00000109066,TMEM104,-0.240103097,0.020002083
ENSG00000184988,TMEM106A,-0.198510718,0.133912966
ENSG00000106460,TMEM106B,0.317214044,0.048805591
ENSG00000134291,TMEM106C,0.127403959,0.079391864
ENSG00000179029,TMEM107,0.050225991,0.512770628
ENSG00000144868,TMEM108,-0.064431053,0.43360713
ENSG00000110108,TMEM109,-0.187658882,0.016182617
ENSG00000178307,TMEM11,-0.123629166,0.03424864
ENSG00000126062,TMEM115,-0.134497016,0.061076567
ENSG00000198270,TMEM116,0.084026773,0.230617319
ENSG00000139173,TMEM117,0.142092534,0.074059268
ENSG00000183160,TMEM119,-0.277847967,0.284693706
ENSG00000189077,TMEM120A,-0.198863228,0.097248849
ENSG00000188735,TMEM120B,-0.093910293,0.357927421
ENSG00000184986,TMEM121,-0.398546617,0.006697828
ENSG00000183307,TMEM121B,-0.174587778,0.029233451
ENSG00000152558,TMEM123,0.15194884,0.258585697
ENSG00000179178,TMEM125,-0.257682517,0.243039088
ENSG00000171202,TMEM126A,0.197133486,0.061166531
ENSG00000171204,TMEM126B,0.188638837,0.05143376
ENSG00000135956,TMEM127,-0.072646562,0.0961771
ENSG00000132406,TMEM128,0.043609555,0.632350108
ENSG00000168936,TMEM129,-0.3633682,0.005557948
ENSG00000166448,TMEM130,0.004222367,0.981759133
ENSG00000075568,TMEM131,0.114677505,0.015757336
ENSG00000121210,TMEM131L,0.057085216,0.616057105
ENSG00000006118,TMEM132A,-0.262636892,0.008118354
ENSG00000139364,TMEM132B,0.04457079,0.485927123
ENSG00000181234,TMEM132C,-0.103544649,0.151956358
ENSG00000151952,TMEM132D,-0.065378768,0.23908672
ENSG00000181291,TMEM132E,-0.253709425,0.014250186
ENSG00000172663,TMEM134,-0.191586542,0.064693497
ENSG00000166575,TMEM135,0.201482821,0.020968929
ENSG00000181264,TMEM136,0.011258244,0.9125496
ENSG00000149483,TMEM138,-0.050438093,0.48780484
ENSG00000178826,TMEM139,-0.098283597,0.566095466
ENSG00000146859,TMEM140,-0.326558438,0.00820956
ENSG00000244187,TMEM141,-0.26827825,0.020725389
ENSG00000161558,TMEM143,-0.146165536,0.041741116
ENSG00000164124,TMEM144,0.269419756,0.139518424
ENSG00000167619,TMEM145,-0.170431922,0.092408622
ENSG00000105677,TMEM147,-0.209495284,0.020760014
ENSG00000096092,TMEM14A,0.105261522,0.441898301
ENSG00000137210,TMEM14B,0.048534543,0.308037179
ENSG00000111843,TMEM14C,-0.072034688,0.498274383
ENSG00000168890,TMEM150A,-0.199132213,0.116057311
ENSG00000249242,TMEM150C,0.130754519,0.080445902
ENSG00000179292,TMEM151A,-0.243508774,0.02104124
ENSG00000178233,TMEM151B,-0.329368325,0.005315564
ENSG00000164112,TMEM155,0.130025148,0.469999865
ENSG00000249992,TMEM158,-0.192500806,0.194988986
ENSG00000011638,TMEM159,-0.043782761,0.760522757
ENSG00000130748,TMEM160,-0.416674081,0.00905692
ENSG00000064545,TMEM161A,-0.271477499,0.012507135
ENSG00000164180,TMEM161B,0.276706368,0.010057215
ENSG00000152128,TMEM163,-0.054997593,0.407550923
ENSG00000157600,TMEM164,-0.064288835,0.648582715
ENSG00000134851,TMEM165,0.174813422,0.067810091
ENSG00000174695,TMEM167A,0.22923278,0.039494389
ENSG00000215717,TMEM167B,0.292541707,0.001996513
ENSG00000146802,TMEM168,0.190070644,0.122800595
ENSG00000163449,TMEM169,0.006009995,0.956219754
ENSG00000186889,TMEM17,0.031242673,0.797388309
ENSG00000166822,TMEM170A,0.098362659,0.214771962
ENSG00000205269,TMEM170B,0.216830743,0.049256939
ENSG00000157111,TMEM171,0.060554074,0.777650656
ENSG00000184584,TMEM173,-0.197573901,0.170594901
ENSG00000127419,TMEM175,-0.207913059,0.075956349
ENSG00000002933,TMEM176A,-0.001692629,0.993282856
ENSG00000106565,TMEM176B,-0.052696804,0.78921423
ENSG00000144120,TMEM177,-0.042412953,0.51426414
ENSG00000152154,TMEM178A,-0.033580822,0.713225947
ENSG00000261115,TMEM178B,0.018259907,0.908104952
ENSG00000258986,TMEM179,-0.313239843,0.000872241
ENSG00000185475,TMEM179B,-0.14701015,0.018293375
ENSG00000151353,TMEM18,0.111707354,0.086591293
ENSG00000146433,TMEM181,0.138375621,0.292088036
ENSG00000163444,TMEM183A,0.049532553,0.634742356
ENSG00000198792,TMEM184B,-0.229195638,0.013732615
ENSG00000164168,TMEM184C,0.167810587,0.031765726
ENSG00000269556,TMEM185A,-0.017540627,0.867629225
ENSG00000226479,TMEM185B,-0.096326729,0.092071067
ENSG00000184857,TMEM186,-0.101538299,0.109753663
ENSG00000177854,TMEM187,-0.31968969,0.017402578
ENSG00000240849,TMEM189,-0.053891043,0.448602698
ENSG00000139291,TMEM19,0.058741111,0.502215272
ENSG00000160472,TMEM190,-0.353563236,0.13119934
ENSG00000278558,TMEM191B,-0.686965416,0.024018805
ENSG00000206140,TMEM191C,-0.248733434,0.202306674
ENSG00000170088,TMEM192,0.135913692,0.020323787
ENSG00000173452,TMEM196,0.198629389,0.211167522
ENSG00000188760,TMEM198,-0.317735026,0.009018245
ENSG00000244045,TMEM199,-0.049705659,0.470325931
ENSG00000164484,TMEM200A,0.116483058,0.547401727
ENSG00000253304,TMEM200B,-0.163898665,0.482514628
ENSG00000206432,TMEM200C,-0.113906519,0.16509534
ENSG00000188807,TMEM201,-0.257907359,0.004440183
ENSG00000187713,TMEM203,-0.227181872,0.050113003
ENSG00000131634,TMEM204,-0.36466068,0.036477651
ENSG00000105518,TMEM205,-0.169428317,0.047749328
ENSG00000065600,TMEM206,-0.029949931,0.752432413
ENSG00000168701,TMEM208,-0.11124431,0.226881947
ENSG00000146842,TMEM209,0.165630206,0.135592006
ENSG00000206069,TMEM211,0.345715389,0.068631421
ENSG00000119777,TMEM214,-0.11413823,0.036464419
ENSG00000188133,TMEM215,0.042950637,0.838834128
ENSG00000187049,TMEM216,-0.184566606,0.058995623
ENSG00000150433,TMEM218,0.013544378,0.875850142
ENSG00000149932,TMEM219,-0.23004354,0.030766342
ENSG00000187824,TMEM220,0.024181552,0.86706631
ENSG00000188051,TMEM221,-0.246742149,0.012315643
ENSG00000186501,TMEM222,-0.211825797,0.005843072
ENSG00000168569,TMEM223,-0.196454458,0.005382283
ENSG00000244219,TMEM225B,-0.177633239,0.370858839
ENSG00000234224,TMEM229A,-0.313434424,0.010057215
ENSG00000198133,TMEM229B,-0.225605775,0.001513356
ENSG00000089063,TMEM230,0.042285523,0.590544882
ENSG00000205084,TMEM231,0.032503386,0.60530915
ENSG00000186952,TMEM232,0.303278269,0.00721273
ENSG00000224982,TMEM233,0.429741851,0.014131677
ENSG00000160055,TMEM234,-0.087409252,0.414477916
ENSG00000204278,TMEM235,-0.34332701,0.142219449
ENSG00000155755,TMEM237,0.187303842,0.012390124
ENSG00000233493,TMEM238,-0.396723104,0.054201094
ENSG00000205090,TMEM240,-0.292908214,0.01032191
ENSG00000134490,TMEM241,-0.008592362,0.91104698
ENSG00000215712,TMEM242,0.13887495,0.335727084
ENSG00000135185,TMEM243,0.083617215,0.438106085
ENSG00000203756,TMEM244,0.336821577,0.19650469
ENSG00000106771,TMEM245,0.183607314,0.163185641
ENSG00000165152,TMEM246,0.16645937,0.328035967
ENSG00000106609,TMEM248,0.0655877,0.583450336
ENSG00000261587,TMEM249,-0.417640792,0.066103776
ENSG00000149582,TMEM25,-0.063693047,0.4010417
ENSG00000238227,TMEM250,-0.29838372,0.019767069
ENSG00000153485,TMEM251,0.144609442,0.172041892
ENSG00000133678,TMEM254,0.177822172,0.005459295
